Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2015,10,Banking,Suspicious Transaction Report,Manitoba,7,39399.95,2015-10-01,N4E
2015,8,Banking,Suspicious Transaction Report,Manitoba,8,5327.19,2015-08-01,H0W
2021,6,Real Estate,Electronic Funds Transfer Report,Northwest Territories,13,5363.4,2021-06-01,R3L
2020,6,Banking,Large Cash Transaction Report,Saskatchewan,6,31020.66,2020-06-01,N6H
2024,5,Real Estate,Large Cash Transaction Report,New Brunswick,7,14516.34,2024-05-01,K1N
2023,11,Banking,Suspicious Transaction Report,Ontario,11,30029.61,2023-11-01,K3A
2015,10,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,8,10629.98,2015-10-01,V7N
2024,6,Banking,Large Cash Transaction Report,New Brunswick,11,5020.41,2024-06-01,K3M
2024,1,Securities Dealers,Large Cash Transaction Report,Nova Scotia,12,9230.34,2024-01-01,P8T
2024,8,Securities Dealers,Electronic Funds Transfer Report,Manitoba,7,907.89,2024-08-01,N5H
2024,5,Banking,Electronic Funds Transfer Report,Ontario,15,34413.49,2024-05-01,K6H
2021,8,Securities Dealers,Electronic Funds Transfer Report,Nova Scotia,8,10878.82,2021-08-01,S0W
2022,3,Banking,Suspicious Transaction Report,Newfoundland and Labrador,16,3110.57,2022-03-01,A8W
2024,10,Real Estate,Electronic Funds Transfer Report,British Columbia,10,16975.31,2024-10-01,M7X
2018,6,Securities Dealers,Large Cash Transaction Report,Nunavut,12,19745.09,2018-06-01,P8Z
2015,1,Money Services Businesses,Suspicious Transaction Report,New Brunswick,10,20900.08,2015-01-01,A8Y
2017,1,Real Estate,Electronic Funds Transfer Report,British Columbia,10,23385.43,2017-01-01,A2X
2016,4,Banking,Large Cash Transaction Report,Nunavut,10,14215.53,2016-04-01,X1E
2017,12,Banking,Large Cash Transaction Report,British Columbia,12,13565.15,2017-12-01,B9A
2020,10,Banking,Electronic Funds Transfer Report,Nova Scotia,6,39092.74,2020-10-01,T2X
2024,6,Banking,Large Cash Transaction Report,Saskatchewan,7,5626.49,2024-06-01,M3C
2017,3,Banking,Electronic Funds Transfer Report,Manitoba,12,7280.03,2017-03-01,T0E
2024,11,Securities Dealers,Suspicious Transaction Report,Northwest Territories,6,102033.83,2024-11-01,B1A
2018,11,Securities Dealers,Electronic Funds Transfer Report,Nova Scotia,6,2460.06,2018-11-01,H7E
2015,12,Banking,Suspicious Transaction Report,Newfoundland and Labrador,8,23089.93,2015-12-01,A8P
2020,12,Banking,Suspicious Transaction Report,Ontario,12,4361.92,2020-12-01,J6S
2016,5,Banking,Suspicious Transaction Report,Prince Edward Island,12,7850.85,2016-05-01,P5N
2018,10,Banking,Suspicious Transaction Report,Yukon,10,8933.3,2018-10-01,P5L
2019,11,Money Services Businesses,Electronic Funds Transfer Report,Ontario,12,27619.81,2019-11-01,S9K
2019,4,Money Services Businesses,Large Cash Transaction Report,Manitoba,17,8913.0,2019-04-01,R6L
2018,10,Banking,Suspicious Transaction Report,New Brunswick,9,4256.29,2018-10-01,E1N
2017,12,Life Insurance,Suspicious Transaction Report,Nova Scotia,9,53642.09,2017-12-01,P9A
2018,3,Securities Dealers,Suspicious Transaction Report,Nova Scotia,3,2737.67,2018-03-01,S5Z
2017,9,Securities Dealers,Large Cash Transaction Report,British Columbia,13,5616.35,2017-09-01,K5L
2017,4,Banking,Suspicious Transaction Report,Newfoundland and Labrador,7,16716.93,2017-04-01,V8R
2018,10,Banking,Suspicious Transaction Report,Manitoba,10,5043.02,2018-10-01,L5S
2023,7,Life Insurance,Electronic Funds Transfer Report,Northwest Territories,8,87.7,2023-07-01,G8B
2023,5,Accountants,Electronic Funds Transfer Report,Nunavut,11,12430.61,2023-05-01,G4L
2022,7,Life Insurance,Suspicious Transaction Report,Prince Edward Island,14,5104.34,2022-07-01,L2J
2018,5,Banking,Suspicious Transaction Report,British Columbia,15,1777.15,2018-05-01,J1L
2016,3,Banking,Electronic Funds Transfer Report,Saskatchewan,9,3732.0,2016-03-01,T9B
2023,6,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,13,12477.39,2023-06-01,L5Z
2020,9,Life Insurance,Suspicious Transaction Report,New Brunswick,12,19463.8,2020-09-01,R4T
2022,12,Banking,Casino Disbursement Report,Alberta,11,6407.43,2022-12-01,X1M
2018,6,Life Insurance,Suspicious Transaction Report,Yukon,14,11126.94,2018-06-01,S0H
2022,4,Money Services Businesses,Large Cash Transaction Report,Alberta,9,12991.93,2022-04-01,C2S
2020,1,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,8,16329.18,2020-01-01,J7J
2020,3,Money Services Businesses,Casino Disbursement Report,Yukon,5,6888.36,2020-03-01,S9B
2020,3,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,4,6193.88,2020-03-01,P8C
2023,2,Banking,Large Cash Transaction Report,Quebec,9,2416.15,2023-02-01,T0G
2015,10,Life Insurance,Suspicious Transaction Report,Yukon,17,1691.66,2015-10-01,Y6Y
2015,2,Real Estate,Suspicious Transaction Report,Newfoundland and Labrador,13,2205.55,2015-02-01,X9J
2019,8,Real Estate,Electronic Funds Transfer Report,Yukon,7,6481.03,2019-08-01,V6B
2015,8,Banking,Casino Disbursement Report,Yukon,12,12911.47,2015-08-01,L9P
2024,3,Money Services Businesses,Casino Disbursement Report,New Brunswick,15,1705.57,2024-03-01,T4V
2023,4,Notaries,Electronic Funds Transfer Report,Yukon,14,7113.73,2023-04-01,X3K
2018,5,Money Services Businesses,Electronic Funds Transfer Report,British Columbia,9,27092.35,2018-05-01,L9K
2016,11,Banking,Casino Disbursement Report,Quebec,12,825.29,2016-11-01,S6Z
2017,9,Real Estate,Suspicious Transaction Report,Quebec,8,3863.47,2017-09-01,C5C
2023,5,Banking,Suspicious Transaction Report,Ontario,4,17930.7,2023-05-01,G1P
2022,11,Banking,Suspicious Transaction Report,Prince Edward Island,6,16135.0,2022-11-01,E2K
2017,6,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,6,166.21,2017-06-01,K2W
2022,7,Banking,Casino Disbursement Report,Ontario,10,13795.26,2022-07-01,K3C
2018,11,Banking,Large Cash Transaction Report,Quebec,12,10996.97,2018-11-01,T5H
2020,2,Securities Dealers,Large Cash Transaction Report,Nova Scotia,8,13149.25,2020-02-01,N9G
2018,4,Money Services Businesses,Electronic Funds Transfer Report,Manitoba,7,1439.55,2018-04-01,X6A
2019,6,Casinos,Casino Disbursement Report,Yukon,6,10523.4,2019-06-01,B3K
2024,4,Life Insurance,Large Cash Transaction Report,Northwest Territories,5,4780.06,2024-04-01,A4P
2023,5,Real Estate,Electronic Funds Transfer Report,Ontario,9,649.64,2023-05-01,L6R
2016,3,Securities Dealers,Suspicious Transaction Report,Alberta,8,21112.22,2016-03-01,M5G
2023,2,Banking,Large Cash Transaction Report,Nunavut,5,3110.37,2023-02-01,P4G
2017,1,Money Services Businesses,Suspicious Transaction Report,Saskatchewan,12,2677.72,2017-01-01,V1E
2019,3,Money Services Businesses,Suspicious Transaction Report,New Brunswick,3,2389.34,2019-03-01,R1B
2021,10,Money Services Businesses,Suspicious Transaction Report,Quebec,12,3913.63,2021-10-01,B3T
2016,9,Banking,Electronic Funds Transfer Report,Prince Edward Island,6,13536.32,2016-09-01,S2J
2018,1,Securities Dealers,Large Cash Transaction Report,Nunavut,14,3052.04,2018-01-01,C5Z
2015,8,Securities Dealers,Large Cash Transaction Report,British Columbia,11,9785.01,2015-08-01,L1X
2017,5,Banking,Suspicious Transaction Report,Nova Scotia,13,2239.41,2017-05-01,H2B
2020,12,Real Estate,Casino Disbursement Report,Ontario,11,1179.0,2020-12-01,R9H
2016,4,Securities Dealers,Large Cash Transaction Report,Nova Scotia,9,1398.29,2016-04-01,V5T
2022,5,Life Insurance,Suspicious Transaction Report,Ontario,10,27023.86,2022-05-01,C0M
2021,11,Banking,Suspicious Transaction Report,New Brunswick,10,24267.31,2021-11-01,Y8A
2017,7,Money Services Businesses,Casino Disbursement Report,Saskatchewan,9,847.81,2017-07-01,M9Y
2015,8,Casinos,Casino Disbursement Report,Prince Edward Island,6,3541.14,2015-08-01,H1X
2024,2,Banking,Large Cash Transaction Report,Nova Scotia,9,3478.29,2024-02-01,M5W
2018,6,Banking,Large Cash Transaction Report,Quebec,11,3331.89,2018-06-01,X0J
2018,4,Securities Dealers,Casino Disbursement Report,Saskatchewan,13,13956.62,2018-04-01,J8L
2019,8,Securities Dealers,Electronic Funds Transfer Report,Manitoba,5,50256.84,2019-08-01,L9S
2017,12,Money Services Businesses,Casino Disbursement Report,British Columbia,8,1808.5,2017-12-01,L5P
2016,4,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,13,3548.17,2016-04-01,A9X
2016,12,Money Services Businesses,Casino Disbursement Report,Manitoba,10,5109.79,2016-12-01,L6W
2022,3,Securities Dealers,Large Cash Transaction Report,New Brunswick,13,17282.94,2022-03-01,P1P
2021,5,Banking,Large Cash Transaction Report,Alberta,10,10890.97,2021-05-01,J9H
2015,4,Casinos,Suspicious Transaction Report,Yukon,12,20706.7,2015-04-01,E9L
2023,12,Banking,Large Cash Transaction Report,Saskatchewan,11,23687.66,2023-12-01,L6Y
2017,5,Money Services Businesses,Electronic Funds Transfer Report,Alberta,9,22819.13,2017-05-01,H1N
2017,9,Banking,Large Cash Transaction Report,Alberta,8,16156.56,2017-09-01,J2K
2015,11,Casinos,Large Cash Transaction Report,Newfoundland and Labrador,8,4972.9,2015-11-01,R6V
2018,3,Casinos,Suspicious Transaction Report,Manitoba,7,180.11,2018-03-01,C1E
2024,2,Securities Dealers,Casino Disbursement Report,Ontario,9,10819.94,2024-02-01,M7J
2016,2,Banking,Large Cash Transaction Report,Northwest Territories,15,14545.31,2016-02-01,M9W
2017,9,Life Insurance,Suspicious Transaction Report,Nova Scotia,8,4579.24,2017-09-01,E8M
2015,7,Banking,Suspicious Transaction Report,British Columbia,8,1274.21,2015-07-01,A7A
2017,10,Life Insurance,Electronic Funds Transfer Report,Northwest Territories,10,5311.14,2017-10-01,R1V
2018,12,Casinos,Large Cash Transaction Report,British Columbia,8,41347.02,2018-12-01,R1E
2020,4,Money Services Businesses,Suspicious Transaction Report,Nunavut,11,8546.61,2020-04-01,S1K
2017,6,Real Estate,Suspicious Transaction Report,Saskatchewan,10,14948.32,2017-06-01,J5H
2020,10,Banking,Casino Disbursement Report,British Columbia,7,1682.23,2020-10-01,N6T
2016,6,Casinos,Casino Disbursement Report,Ontario,12,14031.89,2016-06-01,M0P
2022,3,Banking,Suspicious Transaction Report,Saskatchewan,9,2824.45,2022-03-01,Y1B
2019,9,Banking,Suspicious Transaction Report,Nova Scotia,9,6046.63,2019-09-01,A9G
2015,4,Real Estate,Suspicious Transaction Report,Manitoba,8,7838.16,2015-04-01,G6C
2020,1,Money Services Businesses,Electronic Funds Transfer Report,Yukon,7,399.26,2020-01-01,E5E
2017,2,Life Insurance,Suspicious Transaction Report,Ontario,14,3359.94,2017-02-01,J1P
2018,5,Real Estate,Suspicious Transaction Report,Quebec,5,492.82,2018-05-01,Y2C
2024,8,Money Services Businesses,Suspicious Transaction Report,Quebec,8,3227.22,2024-08-01,K6Z
2022,7,Banking,Casino Disbursement Report,Prince Edward Island,10,30999.68,2022-07-01,B0A
2022,9,Money Services Businesses,Large Cash Transaction Report,New Brunswick,12,5520.35,2022-09-01,M3C
2022,1,Banking,Large Cash Transaction Report,New Brunswick,14,11385.91,2022-01-01,E4J
2019,2,Banking,Electronic Funds Transfer Report,New Brunswick,7,1277.44,2019-02-01,P6E
2015,10,Money Services Businesses,Large Cash Transaction Report,Quebec,18,1539.68,2015-10-01,S0A
2023,4,Casinos,Electronic Funds Transfer Report,Nunavut,14,2619.85,2023-04-01,S3G
2023,7,Life Insurance,Suspicious Transaction Report,Nunavut,11,8201.48,2023-07-01,G7W
2022,1,Banking,Large Cash Transaction Report,Manitoba,10,6052.48,2022-01-01,H5Z
2017,5,Real Estate,Electronic Funds Transfer Report,Manitoba,15,9246.97,2017-05-01,N5R
2020,2,Accountants,Large Cash Transaction Report,Alberta,10,304.37,2020-02-01,J7R
2021,2,Banking,Suspicious Transaction Report,New Brunswick,9,2767.84,2021-02-01,B4V
2018,2,Banking,Suspicious Transaction Report,New Brunswick,7,311.87,2018-02-01,E6C
2024,9,Banking,Casino Disbursement Report,Nunavut,10,21081.7,2024-09-01,P0V
2021,11,Securities Dealers,Electronic Funds Transfer Report,Yukon,15,323.8,2021-11-01,X4Z
2023,10,Banking,Large Cash Transaction Report,Newfoundland and Labrador,8,566.31,2023-10-01,G1B
2020,5,Securities Dealers,Large Cash Transaction Report,Alberta,12,6347.34,2020-05-01,K5H
2016,8,Life Insurance,Suspicious Transaction Report,Ontario,10,12779.82,2016-08-01,Y3Y
2020,10,Securities Dealers,Suspicious Transaction Report,Northwest Territories,10,7485.34,2020-10-01,R4W
2017,6,Accountants,Large Cash Transaction Report,Newfoundland and Labrador,9,773.46,2017-06-01,K2E
2021,11,Securities Dealers,Large Cash Transaction Report,Ontario,5,17582.71,2021-11-01,V6K
2017,1,Banking,Electronic Funds Transfer Report,Alberta,11,15583.62,2017-01-01,L7N
2022,10,Securities Dealers,Suspicious Transaction Report,Northwest Territories,10,5998.14,2022-10-01,M2V
2019,9,Casinos,Suspicious Transaction Report,Prince Edward Island,7,9431.25,2019-09-01,B7L
2017,7,Banking,Suspicious Transaction Report,Ontario,9,1588.03,2017-07-01,B0T
2015,11,Banking,Suspicious Transaction Report,British Columbia,9,5780.25,2015-11-01,E4J
2019,2,Life Insurance,Suspicious Transaction Report,British Columbia,7,16302.24,2019-02-01,J8J
2024,8,Banking,Suspicious Transaction Report,Nova Scotia,10,1503.88,2024-08-01,H9S
2024,2,Life Insurance,Suspicious Transaction Report,Nunavut,6,18165.42,2024-02-01,M7J
2017,2,Securities Dealers,Suspicious Transaction Report,British Columbia,2,10350.12,2017-02-01,B7J
2018,4,Life Insurance,Suspicious Transaction Report,Saskatchewan,12,27426.31,2018-04-01,S3C
2024,8,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,8,6142.77,2024-08-01,E6N
2018,7,Banking,Large Cash Transaction Report,Alberta,11,2030.52,2018-07-01,T5C
2017,2,Securities Dealers,Suspicious Transaction Report,Saskatchewan,6,9070.42,2017-02-01,C9W
2020,10,Banking,Large Cash Transaction Report,Newfoundland and Labrador,12,9303.48,2020-10-01,B6J
2020,6,Real Estate,Electronic Funds Transfer Report,Nunavut,10,1021.38,2020-06-01,J8G
2015,11,Money Services Businesses,Suspicious Transaction Report,Nova Scotia,12,1887.51,2015-11-01,K2R
2018,11,Life Insurance,Casino Disbursement Report,Ontario,6,13541.53,2018-11-01,J9Y
2015,4,Securities Dealers,Suspicious Transaction Report,New Brunswick,8,11048.73,2015-04-01,V3K
2021,10,Money Services Businesses,Suspicious Transaction Report,Alberta,12,467.87,2021-10-01,Y2K
2021,1,Banking,Suspicious Transaction Report,New Brunswick,10,7367.86,2021-01-01,A1P
2020,8,Banking,Suspicious Transaction Report,British Columbia,11,4304.05,2020-08-01,Y5M
2016,8,Banking,Large Cash Transaction Report,Prince Edward Island,7,10759.36,2016-08-01,S0E
2018,6,Life Insurance,Suspicious Transaction Report,Nunavut,6,184.25,2018-06-01,N5P
2017,10,Securities Dealers,Electronic Funds Transfer Report,Manitoba,11,4976.91,2017-10-01,E5M
2022,7,Securities Dealers,Electronic Funds Transfer Report,British Columbia,5,15774.32,2022-07-01,C9S
2016,12,Real Estate,Large Cash Transaction Report,Nunavut,13,498.29,2016-12-01,R1X
2024,3,Securities Dealers,Large Cash Transaction Report,Northwest Territories,15,12320.26,2024-03-01,T1E
2016,9,Money Services Businesses,Large Cash Transaction Report,Yukon,9,1963.81,2016-09-01,H0M
2015,4,Notaries,Suspicious Transaction Report,British Columbia,10,3179.8,2015-04-01,G4H
2023,11,Securities Dealers,Suspicious Transaction Report,British Columbia,15,12133.81,2023-11-01,C8X
2017,2,Life Insurance,Suspicious Transaction Report,Alberta,8,5573.43,2017-02-01,P7E
2022,4,Securities Dealers,Suspicious Transaction Report,British Columbia,11,11569.88,2022-04-01,T6H
2021,2,Banking,Suspicious Transaction Report,Nunavut,11,939.22,2021-02-01,V1K
2015,12,Real Estate,Large Cash Transaction Report,Quebec,11,3555.25,2015-12-01,S4E
2020,4,Casinos,Large Cash Transaction Report,Yukon,12,2049.79,2020-04-01,H9S
2022,2,Securities Dealers,Suspicious Transaction Report,Saskatchewan,12,4057.84,2022-02-01,T6V
2020,12,Securities Dealers,Suspicious Transaction Report,Ontario,9,6396.07,2020-12-01,X3W
2023,11,Securities Dealers,Suspicious Transaction Report,Manitoba,6,3099.66,2023-11-01,M4S
2024,8,Notaries,Suspicious Transaction Report,Northwest Territories,10,97000.98,2024-08-01,K3Z
2017,6,Casinos,Large Cash Transaction Report,Saskatchewan,8,2113.94,2017-06-01,S2M
2020,8,Banking,Suspicious Transaction Report,Nunavut,6,14235.95,2020-08-01,A9M
2024,11,Life Insurance,Suspicious Transaction Report,Ontario,13,920.4,2024-11-01,C2X
2018,1,Money Services Businesses,Suspicious Transaction Report,Ontario,10,10908.5,2018-01-01,C2W
2024,9,Banking,Suspicious Transaction Report,Nova Scotia,15,5107.53,2024-09-01,N0P
2017,12,Securities Dealers,Suspicious Transaction Report,Northwest Territories,14,27050.21,2017-12-01,H1G
2022,11,Banking,Suspicious Transaction Report,Saskatchewan,10,10010.77,2022-11-01,N7G
2021,2,Real Estate,Large Cash Transaction Report,Newfoundland and Labrador,13,8988.26,2021-02-01,N4N
2021,8,Banking,Suspicious Transaction Report,Alberta,14,3559.42,2021-08-01,G4A
2019,4,Real Estate,Electronic Funds Transfer Report,British Columbia,14,9005.47,2019-04-01,V4G
2015,2,Casinos,Large Cash Transaction Report,Saskatchewan,21,9355.14,2015-02-01,V2B
2020,1,Banking,Suspicious Transaction Report,New Brunswick,10,10236.68,2020-01-01,X0N
2020,12,Life Insurance,Suspicious Transaction Report,Manitoba,13,7927.27,2020-12-01,C4T
2017,4,Securities Dealers,Suspicious Transaction Report,British Columbia,6,2276.9,2017-04-01,P4K
2019,10,Accountants,Suspicious Transaction Report,British Columbia,8,18280.69,2019-10-01,C3W
2023,1,Life Insurance,Suspicious Transaction Report,Ontario,11,3672.14,2023-01-01,K5Z
2021,8,Money Services Businesses,Large Cash Transaction Report,Saskatchewan,8,3575.15,2021-08-01,J3T
2022,2,Casinos,Suspicious Transaction Report,Prince Edward Island,10,792.14,2022-02-01,N7Y
2023,8,Banking,Electronic Funds Transfer Report,Nova Scotia,10,7794.14,2023-08-01,N2J
2020,10,Securities Dealers,Casino Disbursement Report,Newfoundland and Labrador,7,7333.11,2020-10-01,N0N
2019,1,Real Estate,Large Cash Transaction Report,Saskatchewan,13,817.94,2019-01-01,T2N
2024,7,Banking,Electronic Funds Transfer Report,New Brunswick,5,14620.48,2024-07-01,R9X
2019,7,Casinos,Suspicious Transaction Report,Saskatchewan,10,2018.05,2019-07-01,P3G
2019,5,Life Insurance,Large Cash Transaction Report,Quebec,13,2202.36,2019-05-01,L2J
2018,3,Securities Dealers,Suspicious Transaction Report,British Columbia,8,29298.0,2018-03-01,N7P
2016,6,Banking,Casino Disbursement Report,Northwest Territories,8,3432.48,2016-06-01,L5L
2021,11,Banking,Large Cash Transaction Report,Yukon,6,306.67,2021-11-01,K9J
2021,5,Banking,Suspicious Transaction Report,Ontario,7,4587.79,2021-05-01,R8T
2022,9,Securities Dealers,Electronic Funds Transfer Report,Manitoba,8,4562.87,2022-09-01,M2N
2022,4,Real Estate,Suspicious Transaction Report,Nunavut,9,5466.08,2022-04-01,L0B
2022,9,Securities Dealers,Suspicious Transaction Report,Northwest Territories,16,4243.55,2022-09-01,M5Y
2023,10,Securities Dealers,Electronic Funds Transfer Report,Saskatchewan,9,10790.74,2023-10-01,Y3M
2020,6,Banking,Suspicious Transaction Report,Saskatchewan,9,4087.17,2020-06-01,V4H
2018,9,Banking,Large Cash Transaction Report,Yukon,14,7239.68,2018-09-01,L8S
2016,3,Notaries,Suspicious Transaction Report,Nunavut,12,4466.65,2016-03-01,T6T
